order id,item id,sku,portal name,vendor id,vendor payment amount,portal payment,difference,product id,vendor_name,vendor type,selling price,mrp,qty,reimbursment amount,mastr_product_mrp,upload selling price,order date
12354742653,#12871490237,Gonemad_CheeseCracker_F,6,178,402.62441999999993,499.48,96.85558000000007,150764,Garuda Polyflex Foods Pvt Ltd,Non SOR order,693.0,720.0,1,0.0,720.0,693.0,2020-12-09
13329255683,#13761090115,Gonemad_CheeseCracker_F,6,178,433.8,480.32,46.51999999999998,150764,Garuda Polyflex Foods Pvt Ltd,Non SOR order,693.0,720.0,1,0.0,720.0,693.0,2021-04-15
12197477548,#12645117580,Gonemad_cheesecrackers-15,6,178,466.94,682.16,215.22,239130,Garuda Polyflex Foods Pvt Ltd,Non SOR order,900.0,900.0,1,0.0,900.0,900.0,2020-11-20
13098626683,#13592868379,Gonemad_GeryCheeseCracker,6,178,237.00000000000003,338.81,101.80999999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-03-16
12913262758,#13409988518,Gonemad_cococrackers-FP-12,6,178,0.0,479.64,479.64,179884,Garuda Polyflex Foods Pvt Ltd,Non SOR order,720.0,720.0,1,0.0,720.0,720.0,2021-02-26
12350466613,#12823052917,Gonemad_darkchoco-10,6,178,242.17000000000004,356.29,114.11999999999998,162956,Garuda Polyflex Foods Pvt Ltd,Non SOR order,500.0,500.0,1,0.0,500.0,500.0,2020-12-18
12428564796,#12887392508,Gonemad_darkchoco-10,6,178,242.17000000000004,320.89,78.71999999999994,162956,Garuda Polyflex Foods Pvt Ltd,Non SOR order,500.0,500.0,1,0.0,500.0,500.0,2020-12-21
12285148258,#12800178338,Gonemad_ChocoSticks-5,6,178,266.77818,444.26,177.48181999999997,150760,Garuda Polyflex Foods Pvt Ltd,Non SOR order,597.0,600.0,1,0.0,600.0,600.0,2020-11-25
12277037275,#12758716315,Gonemad_PremiumCoffee-10,6,178,-286.0,-280.91,5.089999999999975,179883,Garuda Polyflex Foods Pvt Ltd,Non SOR order,500.0,500.0,1,-286.0,500.0,500.0,2020-12-01
13146648281,#13612793177,Gonemad_ChocoSticks-5,6,178,269.36400000000003,441.0,171.63599999999997,150760,Garuda Polyflex Foods Pvt Ltd,Non SOR order,600.0,600.0,1,0.0,600.0,600.0,2021-03-19
13122813215,#13600776735,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,314.82,115.52117999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-03-18
13237186145,#13766204929,Gonemad_cococrackers-FP-12,6,178,447.1368,523.3,76.16319999999996,179884,Garuda Polyflex Foods Pvt Ltd,Non SOR order,720.0,720.0,1,0.0,720.0,720.0,2021-03-13
12721597523,#13149682579,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,314.82,115.52117999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-02-12
12655485103,#13105713999,Gonemad_darkchoco-10,6,178,242.17000000000004,356.29,114.11999999999998,162956,Garuda Polyflex Foods Pvt Ltd,Non SOR order,500.0,500.0,1,0.0,500.0,500.0,2021-01-28
12529122462,#13038151390,Gonemad_CashewSticks-5,6,178,322.46400000000006,441.0,118.53599999999994,150762,Garuda Polyflex Foods Pvt Ltd,Non SOR order,600.0,600.0,1,0.0,600.0,600.0,2021-01-08
12414249364,#12903159988,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,332.52,133.22117999999995,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2020-12-13
13581672969,#14084554537,Gonemad_GeryCheeseCracker,6,178,357.99999999999994,432.54,74.54000000000008,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,574.0,600.0,1,0.0,600.0,406.0,2021-05-15
12481516858,#12943496410,Gonemad_GeryCheeseCracker,6,178,237.00000000000003,338.81,101.80999999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-01-03
12877870624,#13329712448,Gonemad_cococrackers(F),6,178,372.7968,578.39,205.5932,179884,Garuda Polyflex Foods Pvt Ltd,Non SOR order,720.0,720.0,1,0.0,720.0,720.0,2021-02-20
13005321831,#13623200455,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,314.82,115.52117999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-03-03
13238722920,#13825340968,Gonemad_GeryCheeseCracker,6,178,237.00000000000003,334.51,97.50999999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-04-03
12254048932,#12751033380,Gonemad_cococrackers(F),6,178,372.7968,515.04,142.24319999999994,179884,Garuda Polyflex Foods Pvt Ltd,Non SOR order,720.0,720.0,1,0.0,720.0,720.0,2020-11-26
12529291438,#12983080174,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,332.52,133.22117999999995,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-01-12
13098626683,#13592868411,Gonemad_GeryCheeseCracker,6,178,237.00000000000003,338.81,101.80999999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-03-16
12773611655,#13388095943,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,314.82,115.52117999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-01-31
12773611655,#13388095975,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,314.82,115.52117999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-01-31
13098626683,#13592868347,Gonemad_GeryCheeseCracker,6,178,237.00000000000003,338.81,101.80999999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-03-16
12578733158,#13070158502,Gonemad_GeryCheeseCracker,6,178,199.29882000000003,314.82,115.52117999999996,150763,Garuda Polyflex Foods Pvt Ltd,Non SOR order,453.0,600.0,1,0.0,600.0,406.0,2021-01-15
12787576743,#13402275399,GNC_90200017,6,912,0.0,816.72,816.72,226219,Guardian Healthcare Services Pvt Ltd,Non SOR order,999.0,1499.0,1,0.0,1499.0,999.0,2021-02-02
12496318566,#12986446758,GNC_90200009,6,912,-123.0,-123.09,-0.0900000000000034,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,-123.0,5649.0,5649.0,2021-01-04
12697233734,#13190851270,GNC_90200002,6,912,4298.76632,4407.91,109.14368000000012,219610,Guardian Healthcare Services Pvt Ltd,Non SOR order,5504.0,7799.0,1,0.0,7799.0,5299.0,2021-01-31
12521732594,#12974095666,GNC_90200009,6,912,2670.264,2754.72,84.45599999999968,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-10
12522696889,#12979821241,GNC_90200009,6,912,2572.614,2754.72,182.10599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-07
12674205504,#13123198240,GNC_80200816,6,912,1220.1760000000002,1351.21,131.03399999999988,219611,Guardian Healthcare Services Pvt Ltd,Non SOR order,1618.0,2399.0,1,0.0,2399.0,1599.0,2021-01-29
12495166094,#12948479342,GNC_90200009,6,912,2572.614,2754.72,182.10599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-08
12697805862,#13191434086,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-31
